avg_ut,avg_ut_speed,avg_ut_in,avg_ut_out,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
1.0236999999999998,1.7505,-0.32,-0.06,36.0,2.0,0.0,4.0,2.0,338.29499323410016,9.0,10.0
0.9209999999999998,1.6335,-0.06,-0.15,57.0,0.0,0.0,2.0,5.0,337.0407819346141,5.0,13.0
0.9395999999999998,1.605,0.0,-0.06,58.0,0.0,0.0,0.0,2.0,340.4834865509023,6.0,13.0
0.9209999999999998,1.659,-0.03,-0.19,52.0,0.0,1.0,1.0,3.0,337.7237419790611,9.0,6.0
0.8093999999999998,1.5345,-0.21,-0.28,72.0,0.0,1.0,7.0,6.0,338.29499323410016,6.0,14.0
0.9265999999999996,1.665,-0.22,-0.18,48.0,1.0,0.0,4.0,6.0,340.3675970047651,4.0,15.0
0.9270999999999997,1.668,-0.35,-0.18,49.0,2.0,0.0,5.0,6.0,339.097999321804,5.0,13.0
0.9053999999999998,1.68,-0.12,-0.26,47.0,0.0,2.0,4.0,2.0,338.9830508474576,6.0,12.0
0.9680999999999996,1.635,-0.12,-0.03,54.0,0.0,0.0,4.0,1.0,339.55857385398986,11.0,6.0
0.8066999999999999,1.575,-0.18,-0.35,64.0,0.0,2.0,6.0,5.0,339.44331296673454,10.0,15.0
0.9275999999999996,1.566,-0.03,-0.03,66.0,0.0,0.0,1.0,1.0,338.8681802778719,5.0,17.0
1.0583999999999996,1.7865,-0.18,-0.03,31.0,0.0,0.0,6.0,1.0,337.38191632928476,6.0,9.0
0.9158999999999998,1.605,-0.03,-0.12,57.0,0.0,0.0,1.0,4.0,341.180484476288,6.0,15.0
0.8969999999999998,1.659,-0.09,-0.25,53.0,0.0,1.0,3.0,5.0,336.81374200067364,4.0,8.0
0.9192999999999999,1.6605,-0.29,-0.19,51.0,2.0,1.0,3.0,3.0,338.409475465313,5.0,14.0
0.9640999999999998,1.6485,-0.16,-0.06,52.0,1.0,0.0,2.0,2.0,339.21302578019,11.0,12.0
0.9373999999999998,1.671,-0.28,-0.16,49.0,1.0,1.0,6.0,2.0,338.52403520649966,12.0,16.0
0.9545999999999998,1.6515,-0.12,-0.09,52.0,0.0,0.0,4.0,3.0,338.75338753387535,13.0,9.0
0.8565999999999998,1.6335,-0.26,-0.31,53.0,2.0,1.0,2.0,7.0,340.71550255536624,6.0,10.0
0.9619999999999997,1.737,-0.22,-0.2,37.0,1.0,2.0,4.0,0.0,339.44331296673454,7.0,6.0
0.9302999999999997,1.6485,-0.03,-0.15,53.0,0.0,0.0,1.0,5.0,338.29499323410016,6.0,11.0
0.9695999999999997,1.6755,-0.06,-0.09,47.0,0.0,0.0,2.0,3.0,339.328130302002,4.0,12.0
0.9886999999999997,1.71,-0.22,-0.09,42.0,1.0,0.0,4.0,3.0,338.8681802778719,7.0,11.0
0.9266999999999997,1.605,-0.12,-0.09,57.0,0.0,0.0,4.0,3.0,341.29692832764505,10.0,14.0
0.8854999999999997,1.662,-0.25,-0.28,51.0,1.0,1.0,5.0,6.0,337.95201081446436,9.0,13.0
0.9355999999999998,1.6875,-0.28,-0.19,45.0,1.0,1.0,6.0,3.0,339.7893306150187,5.0,18.0
0.9452999999999997,1.6815,-0.12,-0.16,47.0,0.0,1.0,4.0,2.0,338.75338753387535,7.0,16.0
0.9071999999999998,1.5915,-0.09,-0.12,61.0,0.0,0.0,3.0,4.0,339.7893306150187,8.0,19.0
0.9574999999999998,1.62,-0.28,-0.03,56.0,1.0,0.0,6.0,1.0,340.02040122407345,5.0,18.0
0.8699999999999998,1.614,-0.09,-0.25,57.0,0.0,1.0,3.0,5.0,340.02040122407345,5.0,13.0
0.8235999999999999,1.611,-0.26,-0.36,55.0,2.0,3.0,2.0,2.0,342.3485107839781,3.0,14.0
0.9364999999999998,1.6215,-0.13,-0.09,56.0,1.0,0.0,1.0,3.0,339.44331296673454,8.0,14.0
0.8150999999999998,1.6335,-0.12,-0.42,55.0,0.0,3.0,4.0,4.0,338.8681802778719,8.0,13.0
0.9431999999999998,1.701,-0.33,-0.19,46.0,3.0,1.0,1.0,3.0,336.81374200067364,4.0,14.0
0.9903999999999998,1.674,-0.23,-0.03,48.0,2.0,0.0,1.0,1.0,338.9830508474576,4.0,15.0
