avg_ut,avg_ut_speed,avg_ut_in,avg_ut_out,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.11265,1.1265,0.0,0.0,21.0,0.0,0.0,0.0,0.0,477.78308647873865,0.0,5.0
0.07424999999999998,1.1025,0.0,-0.06,12.0,0.0,0.0,0.0,2.0,496.2779156327543,0.0,2.0
0.061349999999999995,1.2135,0.0,-0.1,14.0,0.0,1.0,0.0,0.0,466.6355576294914,0.0,1.0
0.12149999999999998,1.215,0.0,0.0,18.0,0.0,0.0,0.0,0.0,458.9261128958238,0.0,3.0
0.10425,1.2225,0.0,-0.03,13.0,0.0,0.0,0.0,1.0,462.1072088724584,0.0,3.0
0.1185,1.185,0.0,0.0,13.0,0.0,0.0,0.0,0.0,474.3833017077799,0.0,3.0
0.1176,1.176,0.0,0.0,13.0,0.0,0.0,0.0,0.0,477.5549188156638,0.0,3.0
0.09434999999999999,1.2135,-0.03,-0.03,11.0,0.0,0.0,1.0,1.0,469.4835680751174,0.0,2.0
0.0756,1.236,-0.1,-0.03,14.0,1.0,0.0,0.0,1.0,460.82949308755764,0.0,3.0
0.1209,1.209,0.0,0.0,12.0,0.0,0.0,0.0,0.0,468.1647940074906,0.0,3.0
0.1128,1.128,0.0,0.0,17.0,0.0,0.0,0.0,0.0,482.392667631452,0.0,3.0
0.1152,1.152,0.0,0.0,16.0,0.0,0.0,0.0,0.0,478.9272030651341,0.0,2.0
0.12375,1.2375,0.0,0.0,11.0,0.0,0.0,0.0,0.0,463.8218923933209,0.0,1.0
0.1215,1.215,0.0,0.0,10.0,0.0,0.0,0.0,0.0,467.7268475210477,0.0,0.0
0.10275,1.2075,0.0,-0.03,16.0,0.0,0.0,0.0,1.0,460.617227084293,0.0,1.0
0.12344999999999999,1.2345,0.0,0.0,12.0,0.0,0.0,0.0,0.0,462.32085067036525,0.0,4.0
0.12135,1.2135,0.0,0.0,15.0,0.0,0.0,0.0,0.0,464.03712296983764,0.0,4.0
0.1215,1.215,0.0,0.0,12.0,0.0,0.0,0.0,0.0,466.85340802987866,0.0,1.0
0.11805,1.1805,0.0,0.0,17.0,0.0,0.0,0.0,0.0,469.04315196998124,0.0,3.0
0.11309999999999999,1.131,0.0,0.0,17.0,0.0,0.0,0.0,0.0,480.30739673390974,0.0,5.0
0.11205,1.1205,0.0,0.0,16.0,0.0,0.0,0.0,0.0,487.0920603994155,0.0,2.0
0.09075,1.1775,-0.03,-0.03,17.0,0.0,0.0,1.0,1.0,469.7040864255519,0.0,4.0
0.11054999999999998,1.1955,-0.03,0.0,11.0,0.0,0.0,1.0,0.0,473.260766682442,0.0,1.0
0.12375,1.2375,0.0,0.0,11.0,0.0,0.0,0.0,0.0,462.7487274409995,0.0,1.0
0.11475,1.1475,0.0,0.0,17.0,0.0,0.0,0.0,0.0,473.7091425864519,0.0,6.0
0.1098,1.188,-0.03,0.0,16.0,0.0,0.0,1.0,0.0,469.04315196998124,0.0,3.0
0.057300000000000025,1.173,0.0,-0.1,21.0,0.0,1.0,0.0,0.0,463.3920296570899,0.0,3.0
0.10425,1.2225,0.0,-0.03,15.0,0.0,0.0,0.0,1.0,462.96296296296293,0.0,3.0
0.11685000000000001,1.1685,0.0,0.0,19.0,0.0,0.0,0.0,0.0,470.3668861712136,0.0,5.0
0.06089999999999999,1.209,0.0,-0.1,15.0,0.0,1.0,0.0,0.0,465.1162790697675,0.0,3.0
0.1245,1.245,0.0,0.0,12.0,0.0,0.0,0.0,0.0,458.7155963302752,0.0,2.0
0.1206,1.206,0.0,0.0,13.0,0.0,0.0,0.0,0.0,466.6355576294914,0.0,6.0
0.11969999999999999,1.197,0.0,0.0,12.0,0.0,0.0,0.0,0.0,473.93364928909955,0.0,3.0
0.11475,1.1475,0.0,0.0,17.0,0.0,0.0,0.0,0.0,479.6163069544365,0.0,4.0
0.1179,1.179,0.0,0.0,18.0,0.0,0.0,0.0,0.0,464.9000464900047,0.0,4.0
0.11265,1.1265,0.0,0.0,23.0,0.0,0.0,0.0,0.0,474.8338081671415,0.0,2.0
0.11955,1.1955,0.0,0.0,13.0,0.0,0.0,0.0,0.0,471.6981132075471,0.0,1.0
0.1197,1.197,0.0,0.0,14.0,0.0,0.0,0.0,0.0,470.8097928436911,0.0,1.0
0.10575,1.2375,0.0,-0.03,9.0,0.0,0.0,0.0,1.0,467.5081813931744,0.0,2.0
0.12135,1.2135,0.0,0.0,9.0,0.0,0.0,0.0,0.0,474.158368895211,0.0,3.0
0.11744999999999998,1.1745,0.0,0.0,16.0,0.0,0.0,0.0,0.0,471.9207173194903,0.0,3.0
0.1161,1.161,0.0,0.0,15.0,0.0,0.0,0.0,0.0,476.4173415912339,0.0,4.0
0.1164,1.164,0.0,0.0,13.0,0.0,0.0,0.0,0.0,478.6979415988511,0.0,3.0
0.08775,1.1775,-0.1,0.0,9.0,1.0,0.0,0.0,0.0,479.84644913627636,0.0,3.0
0.07904999999999998,1.1805,-0.13,0.0,17.0,1.0,0.0,1.0,0.0,469.4835680751174,0.0,5.0
0.1215,1.215,0.0,0.0,12.0,0.0,0.0,0.0,0.0,465.7661853749418,0.0,3.0
0.1056,1.056,0.0,0.0,22.0,0.0,0.0,0.0,0.0,493.8271604938272,0.0,2.0
0.12810000000000002,1.281,0.0,0.0,8.0,0.0,0.0,0.0,0.0,457.4565416285453,0.0,1.0
0.04215000000000002,1.2015,0.0,-0.13,15.0,0.0,1.0,0.0,1.0,466.4179104477612,0.0,3.0
