avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out
0.50925,0.0,0.0,0.0,0.0,0.0
0.507,0.0,0.0,0.0,0.0,0.0
0.5159999999999999,1.0,0.0,0.0,0.0,0.0
0.4102499999999999,2.0,0.0,0.0,1.0,0.0
0.39224999999999993,3.0,0.0,0.0,1.0,0.0
0.17324999999999993,3.0,1.0,0.0,0.0,0.0
0.41474999999999995,2.0,0.0,0.0,1.0,0.0
0.48674999999999996,1.0,0.0,0.0,0.0,0.0
0.52725,0.0,0.0,0.0,0.0,0.0
0.51825,0.0,0.0,0.0,0.0,0.0
0.48074999999999996,3.0,0.0,0.0,0.0,1.0
0.3314999999999999,2.0,0.0,0.0,2.0,0.0
0.46274999999999994,3.0,0.0,0.0,0.0,1.0
0.5002499999999999,1.0,0.0,0.0,0.0,0.0
0.39224999999999993,3.0,0.0,0.0,1.0,0.0
0.5047499999999999,1.0,0.0,0.0,0.0,0.0
0.4777499999999999,3.0,0.0,0.0,0.0,0.0
0.3974999999999999,4.0,0.0,0.0,1.0,1.0
0.49574999999999997,2.0,0.0,0.0,0.0,0.0
0.4979999999999999,2.0,0.0,0.0,0.0,0.0
0.4912499999999999,2.0,0.0,0.0,0.0,0.0
0.3067499999999999,3.0,0.0,0.0,2.0,0.0
0.3727499999999999,6.0,0.0,0.0,1.0,1.0
0.4022500000000001,4.0,0.0,1.0,0.0,2.0
0.48449999999999993,1.0,0.0,0.0,0.0,0.0
0.45974999999999994,5.0,0.0,0.0,0.0,0.0
0.5047499999999999,0.0,0.0,0.0,0.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.41474999999999995,1.0,0.0,0.0,1.0,0.0
0.4327499999999999,1.0,0.0,0.0,1.0,0.0
0.5227499999999999,0.0,0.0,0.0,0.0,0.0
0.48224999999999996,2.0,0.0,0.0,0.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.48449999999999993,3.0,0.0,0.0,0.0,0.0
0.4784999999999999,3.0,0.0,0.0,0.0,1.0
