avg_ut,avg_ut_speed,avg_ut_in,avg_ut_out,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
-0.0071650000000000056,1.1835,0.0,-0.1,9.0,0.0,1.0,0.0,0.0,461.46746654360874,0.0,0.0
0.011669999999999998,1.167,0.0,0.0,5.0,0.0,0.0,0.0,0.0,469.7040864255519,0.0,0.0
0.01206,1.206,0.0,0.0,7.0,0.0,0.0,0.0,0.0,461.46746654360874,0.0,0.0
0.011699999999999999,1.17,0.0,0.0,6.0,0.0,0.0,0.0,0.0,471.25353440150803,0.0,0.0
0.011654999999999999,1.1655,0.0,0.0,9.0,0.0,0.0,0.0,0.0,466.85340802987866,0.0,0.0
0.012044999999999998,1.2045,0.0,0.0,10.0,0.0,0.0,0.0,0.0,455.37340619307827,0.0,0.0
0.011805,1.1805,0.0,0.0,7.0,0.0,0.0,0.0,0.0,464.6840148698885,0.0,0.0
0.01116,1.116,0.0,0.0,16.0,0.0,0.0,0.0,0.0,470.14574518100613,0.0,0.0
0.006179999999999996,1.188,0.0,-0.03,7.0,0.0,0.0,0.0,1.0,464.03712296983764,0.0,0.0
0.012089999999999998,1.209,0.0,0.0,7.0,0.0,0.0,0.0,0.0,456.82960255824577,0.0,0.0
-0.012895000000000004,1.1805,0.0,-0.13,10.0,0.0,1.0,0.0,1.0,461.25461254612543,0.0,0.0
0.012434999999999998,1.2435,0.0,0.0,5.0,0.0,0.0,0.0,0.0,455.37340619307827,0.0,0.0
0.011355,1.1355,0.0,0.0,9.0,0.0,0.0,0.0,0.0,472.58979206049145,0.0,0.0
0.01227,1.227,0.0,0.0,8.0,0.0,0.0,0.0,0.0,453.3091568449683,0.0,0.0
0.006164999999999993,1.1865,0.0,-0.03,4.0,0.0,0.0,0.0,1.0,466.4179104477612,0.0,0.0
0.011789999999999998,1.179,0.0,0.0,7.0,0.0,0.0,0.0,0.0,466.85340802987866,0.0,0.0
0.011489999999999998,1.149,0.0,0.0,7.0,0.0,0.0,0.0,0.0,471.25353440150803,0.0,0.0
0.012164999999999999,1.2165,0.0,0.0,6.0,0.0,0.0,0.0,0.0,457.03839122486283,0.0,0.0
0.011294999999999998,1.1295,0.0,0.0,8.0,0.0,0.0,0.0,0.0,474.3833017077799,0.0,0.0
0.011399999999999999,1.14,0.0,0.0,8.0,0.0,0.0,0.0,0.0,471.9207173194903,0.0,0.0
0.010979999999999998,1.098,0.0,0.0,9.0,0.0,0.0,0.0,0.0,481.6955684007707,0.0,0.0
0.011114999999999998,1.1115,0.0,0.0,9.0,0.0,0.0,0.0,0.0,482.1600771456124,0.0,0.0
0.011805,1.1805,0.0,0.0,7.0,0.0,0.0,0.0,0.0,465.33271288971616,0.0,0.0
0.012449999999999998,1.245,0.0,0.0,8.0,0.0,0.0,0.0,0.0,451.46726862302484,0.0,0.0
0.01209,1.209,0.0,0.0,7.0,0.0,0.0,0.0,0.0,460.4051565377532,0.0,0.0
-0.007900000000000011,1.11,0.0,-0.1,5.0,0.0,1.0,0.0,0.0,482.1600771456124,0.0,0.0
0.011385,1.1385,0.0,0.0,3.0,0.0,0.0,0.0,0.0,480.30739673390974,0.0,0.0
0.01206,1.206,0.0,0.0,4.0,0.0,0.0,0.0,0.0,464.4681839294008,0.0,0.0
0.012074999999999999,1.2075,0.0,0.0,6.0,0.0,0.0,0.0,0.0,459.7701149425288,0.0,0.0
0.011145,1.1145,0.0,0.0,8.0,0.0,0.0,0.0,0.0,478.0114722753346,0.0,0.0
0.01128,1.128,0.0,0.0,7.0,0.0,0.0,0.0,0.0,480.07681228996637,0.0,0.0
0.011984999999999999,1.1985,0.0,0.0,8.0,0.0,0.0,0.0,0.0,458.50527281063734,0.0,0.0
0.011685,1.1685,0.0,0.0,5.0,0.0,0.0,0.0,0.0,469.92481203007515,0.0,0.0
0.012899999999999998,1.29,0.0,0.0,4.0,0.0,0.0,0.0,0.0,444.44444444444446,0.0,0.0
0.011954999999999999,1.1955,0.0,0.0,8.0,0.0,0.0,0.0,0.0,462.1072088724584,0.0,0.0
0.011294999999999998,1.1295,0.0,0.0,7.0,0.0,0.0,0.0,0.0,476.87172150691464,0.0,0.0
0.011685,1.1685,0.0,0.0,9.0,0.0,0.0,0.0,0.0,465.33271288971616,0.0,0.0
0.01143,1.143,0.0,0.0,13.0,0.0,0.0,0.0,0.0,465.33271288971616,0.0,0.0
0.012299999999999998,1.23,0.0,0.0,9.0,0.0,0.0,0.0,0.0,451.2635379061371,0.0,0.0
0.01143,1.143,0.0,0.0,11.0,0.0,0.0,0.0,0.0,470.3668861712136,0.0,0.0
0.011999999999999997,1.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,462.1072088724584,0.0,0.0
0.012164999999999999,1.2165,0.0,0.0,7.0,0.0,0.0,0.0,0.0,457.03839122486283,0.0,0.0
0.011474999999999997,1.1475,0.0,0.0,6.0,0.0,0.0,0.0,0.0,473.93364928909955,0.0,0.0
0.011849999999999998,1.185,0.0,0.0,5.0,0.0,0.0,0.0,0.0,465.98322460391427,0.0,0.0
0.011309999999999999,1.131,0.0,0.0,11.0,0.0,0.0,0.0,0.0,470.8097928436911,0.0,0.0
0.011849999999999998,1.185,0.0,0.0,7.0,0.0,0.0,0.0,0.0,462.53469010175763,0.0,0.0
0.006344999999999999,1.2045,0.0,-0.03,5.0,0.0,0.0,0.0,1.0,462.1072088724584,0.0,0.0
0.011564999999999997,1.1565,0.0,0.0,5.0,0.0,0.0,0.0,0.0,473.260766682442,0.0,0.0
0.012359999999999998,1.236,0.0,0.0,6.0,0.0,0.0,0.0,0.0,456.4125969876769,0.0,0.0
0.005819999999999997,1.152,0.0,-0.03,11.0,0.0,0.0,0.0,1.0,466.2004662004662,0.0,0.0
