avg_ut,avg_ut_speed,avg_ut_in,avg_ut_out,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.13140000000000002,1.314,0.0,0.0,12.0,0.0,0.0,0.0,0.0,443.0660168365086,2.0,0.0
0.1284,1.284,0.0,0.0,14.0,0.0,0.0,0.0,0.0,445.43429844097994,3.0,0.0
0.13169999999999998,1.317,0.0,0.0,19.0,0.0,0.0,0.0,0.0,433.8394793926247,2.0,0.0
0.13665,1.3665,0.0,0.0,11.0,0.0,0.0,0.0,0.0,433.8394793926247,1.0,0.0
0.13485000000000003,1.3485,0.0,0.0,12.0,0.0,0.0,0.0,0.0,438.4042086804033,1.0,0.0
0.1371,1.371,0.0,0.0,9.0,0.0,0.0,0.0,0.0,433.0879168471199,0.0,0.0
0.1245,1.245,0.0,0.0,16.0,0.0,0.0,0.0,0.0,455.78851412944397,4.0,0.0
0.07185,1.2525,0.0,-0.06,16.0,0.0,0.0,0.0,2.0,450.85662759242564,4.0,0.0
0.03925000000000001,1.2825,0.0,-0.1,14.0,0.0,1.0,0.0,0.0,448.0286738351254,4.0,0.0
0.13140000000000002,1.314,0.0,0.0,16.0,0.0,0.0,0.0,0.0,439.5604395604396,1.0,0.0
0.12329999999999999,1.236,-0.03,0.0,26.0,0.0,0.0,1.0,0.0,443.45898004434594,1.0,0.0
0.13125,1.3125,0.0,0.0,18.0,0.0,0.0,0.0,0.0,435.9197907585004,2.0,0.0
0.12915000000000001,1.2915,0.0,0.0,19.0,0.0,0.0,0.0,0.0,441.306266548985,2.0,0.0
0.12495,1.2495,0.0,0.0,18.0,0.0,0.0,0.0,0.0,450.85662759242564,4.0,0.0
0.12885,1.2885,0.0,0.0,18.0,0.0,0.0,0.0,0.0,440.9171075837743,4.0,0.0
0.13605,1.3605,0.0,0.0,9.0,0.0,0.0,0.0,0.0,437.0629370629371,2.0,0.0
0.12825,1.2855,-0.03,0.0,20.0,0.0,0.0,1.0,0.0,441.5011037527594,4.0,0.0
0.12635,1.2735,-0.1,0.0,18.0,1.0,0.0,0.0,0.0,445.8314757021846,8.0,0.0
0.09944999999999998,1.2615,0.0,-0.03,17.0,0.0,0.0,0.0,1.0,449.64028776978415,4.0,0.0
0.10455000000000002,1.3125,0.0,-0.03,12.0,0.0,0.0,0.0,1.0,445.03782821539835,0.0,0.0
0.132,1.32,0.0,0.0,13.0,0.0,0.0,0.0,0.0,442.67374944665784,4.0,0.0
0.13260000000000002,1.326,0.0,0.0,14.0,0.0,0.0,0.0,0.0,438.5964912280702,2.0,0.0
0.10679999999999998,1.335,0.0,-0.03,15.0,0.0,0.0,0.0,1.0,435.35045711797994,4.0,0.0
0.1326,1.326,0.0,0.0,14.0,0.0,0.0,0.0,0.0,439.3673110720563,6.0,0.0
0.0696,1.23,0.0,-0.06,24.0,0.0,0.0,0.0,2.0,445.632798573975,2.0,0.0
0.10424999999999998,1.3095,0.0,-0.03,15.0,0.0,0.0,0.0,1.0,439.7537379067722,0.0,0.0
