avg_ut,avg_ut_speed,avg_ut_in,avg_ut_out,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.1383,1.503,0.0,-0.03,15.0,0.0,0.0,0.0,1.0,393.23633503735743,0.0,0.0
0.1371,1.491,0.0,-0.03,13.0,0.0,0.0,0.0,1.0,396.03960396039605,0.0,0.0
0.15015,1.5015,0.0,0.0,14.0,0.0,0.0,0.0,0.0,394.78878799842084,0.0,0.0
0.14595,1.4595,0.0,0.0,23.0,0.0,0.0,0.0,0.0,392.77297721916733,0.0,0.0
0.14625,1.4625,0.0,0.0,19.0,0.0,0.0,0.0,0.0,396.8253968253968,0.0,0.0
0.1395,1.515,0.0,-0.03,18.0,0.0,0.0,0.0,1.0,388.8024883359253,0.0,0.0
0.12074999999999997,1.4475,0.0,-0.06,26.0,0.0,0.0,0.0,2.0,391.5426781519186,0.0,0.0
0.15015,1.5015,0.0,0.0,18.0,0.0,0.0,0.0,0.0,390.625,0.0,0.0
0.1437,1.437,0.0,0.0,23.0,0.0,0.0,0.0,0.0,398.40637450199205,0.0,0.0
0.13485000000000003,1.4685,0.0,-0.03,12.0,0.0,0.0,0.0,1.0,401.76777822418643,0.0,0.0
0.09920000000000004,1.392,0.0,-0.1,31.0,0.0,1.0,0.0,0.0,396.66798889329635,0.0,0.0
0.15135,1.5135,0.0,0.0,16.0,0.0,0.0,0.0,0.0,390.167772142021,0.0,0.0
0.1434,1.434,0.0,0.0,22.0,0.0,0.0,0.0,0.0,399.36102236421726,0.0,0.0
0.10895000000000003,1.4895,0.0,-0.1,22.0,0.0,1.0,0.0,0.0,389.71161340607955,0.0,0.0
0.10965,1.4565,0.0,-0.09,24.0,0.0,0.0,0.0,3.0,392.61876717707105,0.0,0.0
0.1347,1.467,0.0,-0.03,19.0,0.0,0.0,0.0,1.0,396.9829297340214,0.0,0.0
0.14145000000000002,1.5345,0.0,-0.03,16.0,0.0,0.0,0.0,1.0,387.1467286101432,0.0,0.0
0.13979999999999998,1.518,0.0,-0.03,15.0,0.0,0.0,0.0,1.0,390.77764751856193,0.0,0.0
0.1479,1.479,0.0,0.0,20.0,0.0,0.0,0.0,0.0,392.15686274509807,0.0,0.0
0.14925,1.4925,0.0,0.0,21.0,0.0,0.0,0.0,0.0,390.32006245121,0.0,0.0
0.10685000000000001,1.4685,0.0,-0.1,23.0,0.0,1.0,0.0,0.0,390.625,0.0,0.0
0.14595,1.4595,0.0,0.0,18.0,0.0,0.0,0.0,0.0,397.7724741447892,0.0,0.0
0.13875,1.5075,0.0,-0.03,20.0,0.0,0.0,0.0,1.0,387.8975950349108,0.0,0.0
0.1266,1.506,0.0,-0.06,18.0,0.0,0.0,0.0,2.0,389.5597974289053,0.0,0.0
0.09770000000000001,1.497,0.0,-0.13,13.0,0.0,1.0,0.0,1.0,396.66798889329635,0.0,0.0
0.13515,1.4715,0.0,-0.03,21.0,0.0,0.0,0.0,1.0,392.61876717707105,0.0,0.0
0.14235,1.5435,0.0,-0.03,14.0,0.0,0.0,0.0,1.0,387.8975950349108,0.0,0.0
