avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.2415,25.0,0.0,0.0,0.0,1.0,412.88191577208914,0.0,0.0
0.2778,12.0,0.0,0.0,0.0,0.0,416.3197335553705,0.0,0.0
0.28830000000000006,12.0,0.0,0.0,0.0,0.0,405.84415584415586,0.0,0.0
0.22469999999999998,17.0,0.0,0.0,0.0,1.0,437.636761487965,0.0,0.0
0.18960000000000005,13.0,0.0,1.0,0.0,0.0,420.8754208754209,0.0,0.0
0.2445,15.0,0.0,0.0,0.0,1.0,419.8152812762384,0.0,0.0
0.24880000000000002,17.0,0.0,0.0,0.0,1.0,414.765657403567,0.0,0.0
0.2779,15.0,0.0,0.0,0.0,0.0,410.84634346754314,0.0,0.0
0.2671,16.0,0.0,0.0,0.0,0.0,422.1190375685943,0.0,0.0
0.264,16.0,0.0,0.0,0.0,0.0,423.54934349851754,0.0,0.0
0.27829999999999994,13.0,0.0,0.0,0.0,0.0,412.88191577208914,0.0,0.0
0.2272,21.0,0.0,0.0,0.0,1.0,430.84877208099954,0.0,0.0
0.2622,17.0,0.0,0.0,0.0,0.0,423.1908590774439,0.0,0.0
0.2065,23.0,0.0,0.0,0.0,2.0,424.44821731748726,0.0,0.0
0.26170000000000004,12.0,0.0,0.0,0.0,1.0,407.00040700040705,0.0,0.0
0.24559999999999998,19.0,0.0,0.0,0.0,1.0,415.80041580041586,0.0,0.0
0.232,20.0,0.0,0.0,0.0,1.0,426.8032437046522,0.0,0.0
0.2738,6.0,0.0,0.0,0.0,0.0,424.6284501061571,0.0,0.0
0.2875,9.0,0.0,0.0,0.0,0.0,410.5090311986864,0.0,0.0
0.2675,15.0,0.0,0.0,0.0,0.0,423.0118443316413,0.0,0.0
0.20170000000000002,9.0,0.0,1.0,0.0,0.0,415.6275976724854,0.0,0.0
0.2625,17.0,0.0,0.0,0.0,0.0,424.9893752656183,0.0,0.0
0.28079999999999994,22.0,0.0,0.0,0.0,0.0,401.1231448054553,0.0,0.0
0.2529,13.0,0.0,0.0,0.0,1.0,413.7360364087712,0.0,0.0
0.2716,18.0,0.0,0.0,0.0,0.0,413.22314049586777,0.0,0.0
0.20550000000000002,11.0,0.0,1.0,0.0,0.0,408.997955010225,0.0,0.0
0.2706,14.0,0.0,0.0,0.0,0.0,419.46308724832215,0.0,0.0
0.247,15.0,0.0,0.0,0.0,1.0,417.8854993731718,0.0,0.0
