avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.4704,20.0,0.0,2.0,0.0,1.0,176.3046544428773,0.0,0.0
0.6784000000000001,11.0,0.0,0.0,1.0,0.0,177.80938833570414,0.0,0.0
0.6052000000000001,19.0,0.0,0.0,0.0,2.0,177.3049645390071,0.0,1.0
0.658,19.0,0.0,0.0,0.0,0.0,176.3046544428773,0.0,2.0
0.586,18.0,0.0,0.0,0.0,3.0,177.3049645390071,0.0,1.0
0.5672,17.0,0.0,1.0,0.0,0.0,180.50541516245488,0.0,1.0
0.5972000000000001,14.0,0.0,1.0,0.0,0.0,177.3049645390071,0.0,1.0
0.6760000000000002,10.0,0.0,0.0,0.0,1.0,176.18040873854827,0.0,0.0
0.6736,15.0,0.0,0.0,0.0,0.0,177.05382436260624,0.0,1.0
0.658,14.0,0.0,0.0,0.0,1.0,176.3046544428773,0.0,2.0
0.6267999999999999,18.0,0.0,0.0,0.0,2.0,173.97355601948504,0.0,2.0
0.6808000000000001,13.0,0.0,0.0,0.0,0.0,177.68301350390902,0.0,2.0
0.6316000000000002,17.0,0.0,0.0,0.0,2.0,173.97355601948504,0.0,2.0
0.5431999999999999,18.0,0.0,1.0,0.0,1.0,179.72681524083393,0.0,6.0
0.6724000000000001,13.0,0.0,0.0,0.0,0.0,179.21146953405017,0.0,2.0
0.61,20.0,0.0,0.0,0.0,1.0,180.2451333813987,0.0,0.0
0.6748000000000001,17.0,0.0,0.0,0.0,0.0,175.19271198318148,0.0,0.0
0.6207999999999999,16.0,0.0,0.0,0.0,2.0,177.05382436260624,0.0,0.0
0.5164,17.0,1.0,1.0,0.0,1.0,178.1895937277263,0.0,3.0
0.6616000000000001,15.0,0.0,0.0,0.0,1.0,174.45917655268667,0.0,0.0
0.6784000000000001,10.0,0.0,0.0,0.0,1.0,176.18040873854827,0.0,0.0
0.6544000000000001,15.0,0.0,0.0,0.0,1.0,176.05633802816902,0.0,0.0
0.6307999999999999,10.0,0.0,1.0,0.0,0.0,174.33751743375174,0.0,2.0
0.5896,18.0,0.0,0.0,0.0,3.0,176.67844522968198,0.0,0.0
0.6172000000000001,19.0,0.0,0.0,0.0,2.0,175.0700280112045,0.0,0.0
0.5528000000000001,17.0,0.0,1.0,0.0,1.0,178.57142857142858,0.0,3.0
0.584,21.0,0.0,1.0,0.0,0.0,173.25017325017325,0.0,2.0
0.6592,18.0,0.0,0.0,0.0,0.0,177.43080198722498,0.0,1.0
0.6267999999999999,21.0,0.0,0.0,1.0,0.0,178.06267806267806,0.0,3.0
0.6616000000000002,15.0,0.0,0.0,1.0,0.0,177.3049645390071,0.0,4.0
0.604,24.0,0.0,0.0,1.0,1.0,175.3155680224404,0.0,0.0
0.6904,14.0,0.0,0.0,0.0,0.0,174.5810055865922,0.0,1.0
0.6287999999999999,16.0,1.0,0.0,0.0,0.0,176.92852087756546,0.0,3.0
0.5768,14.0,0.0,1.0,0.0,1.0,176.3046544428773,0.0,0.0
0.6664000000000001,12.0,0.0,0.0,0.0,1.0,176.5536723163842,0.0,0.0
0.616,11.0,0.0,0.0,1.0,3.0,175.8087201125176,0.0,0.0
0.6532,16.0,0.0,0.0,0.0,0.0,180.50541516245488,0.0,1.0
0.6412,17.0,0.0,0.0,0.0,1.0,177.05382436260624,0.0,0.0
0.5408000000000001,20.0,0.0,1.0,0.0,1.0,178.3166904422254,0.0,3.0
0.6424000000000001,17.0,0.0,0.0,0.0,0.0,181.68604651162792,0.0,2.0
0.5832,17.0,1.0,0.0,0.0,2.0,175.8087201125176,0.0,0.0
0.634,18.0,0.0,0.0,0.0,1.0,177.43080198722498,0.0,1.0
0.5944,20.0,0.0,0.0,1.0,2.0,176.18040873854827,0.0,1.0
0.6088,20.0,0.0,0.0,1.0,1.0,178.06267806267806,0.0,1.0
0.7,8.0,0.0,0.0,0.0,0.0,178.4439685938615,0.0,1.0
0.6036000000000001,19.0,1.0,0.0,1.0,0.0,176.92852087756546,0.0,4.0
0.6676,12.0,0.0,0.0,0.0,1.0,176.18040873854827,0.0,1.0
0.6076,23.0,0.0,0.0,0.0,1.0,177.9359430604982,0.0,2.0
0.5432,23.0,0.0,1.0,0.0,1.0,174.82517482517483,0.0,1.0
0.5648,10.0,0.0,1.0,0.0,2.0,178.06267806267806,0.0,1.0
0.6688000000000001,16.0,0.0,0.0,1.0,0.0,174.82517482517483,0.0,2.0
0.4655999999999999,22.0,0.0,2.0,1.0,0.0,177.5568181818182,0.0,3.0
0.5804000000000001,17.0,0.0,1.0,1.0,0.0,175.43859649122805,0.0,0.0
0.5404,17.0,0.0,0.0,0.0,5.0,177.5568181818182,0.0,2.0
0.6652,12.0,0.0,0.0,0.0,1.0,176.92852087756546,0.0,1.0
0.6592,17.0,0.0,0.0,0.0,0.0,177.9359430604982,0.0,3.0
0.634,18.0,0.0,0.0,2.0,0.0,177.3049645390071,0.0,0.0
0.5992000000000001,22.0,0.0,0.0,0.0,2.0,175.8087201125176,0.0,1.0
0.6412,17.0,0.0,0.0,0.0,1.0,177.05382436260624,0.0,0.0
0.5692,19.0,0.0,0.0,0.0,4.0,174.9475157452764,0.0,1.0
0.5072,21.0,0.0,1.0,1.0,2.0,176.18040873854827,0.0,1.0
0.6784000000000001,12.0,0.0,0.0,0.0,0.0,179.08309455587394,0.0,2.0
0.608,13.0,0.0,1.0,0.0,0.0,176.3046544428773,0.0,1.0
0.6748,12.0,0.0,0.0,0.0,1.0,174.9475157452764,0.0,0.0
0.6276000000000002,17.0,1.0,0.0,0.0,0.0,176.67844522968198,0.0,2.0
0.5792,18.0,0.0,1.0,0.0,0.0,177.05382436260624,0.0,0.0
0.676,10.0,0.0,0.0,0.0,1.0,176.67844522968198,0.0,0.0
0.6196000000000002,18.0,0.0,0.0,1.0,1.0,177.68301350390902,0.0,1.0
0.6376,18.0,0.0,0.0,1.0,0.0,178.9549033643522,0.0,1.0
0.6016,18.0,0.0,0.0,0.0,2.0,179.21146953405017,0.0,0.0
0.6664000000000001,12.0,0.0,0.0,0.0,1.0,176.67844522968198,0.0,0.0
0.612,14.0,1.0,0.0,0.0,1.0,177.3049645390071,0.0,0.0
0.6652,14.0,0.0,0.0,1.0,0.0,177.3049645390071,0.0,4.0
0.6172000000000001,21.0,0.0,0.0,1.0,1.0,175.43859649122805,0.0,3.0
0.46480000000000005,18.0,1.0,1.0,1.0,2.0,180.11527377521614,0.0,1.0
0.6928000000000001,11.0,0.0,0.0,0.0,0.0,177.05382436260624,0.0,1.0
0.6592,14.0,0.0,0.0,0.0,1.0,176.3046544428773,0.0,0.0
0.5524000000000001,17.0,0.0,0.0,0.0,4.0,180.37518037518038,0.0,2.0
0.6324000000000001,13.0,1.0,0.0,0.0,0.0,179.21146953405017,0.0,1.0
0.506,23.0,0.0,1.0,0.0,2.0,177.43080198722498,0.0,2.0
0.6264000000000001,14.0,1.0,0.0,0.0,1.0,174.82517482517483,0.0,1.0
0.6832,13.0,0.0,0.0,0.0,0.0,177.1793054571226,0.0,1.0
0.5792,13.0,0.0,1.0,0.0,1.0,177.1793054571226,0.0,0.0
0.6676,16.0,0.0,0.0,0.0,0.0,177.5568181818182,0.0,1.0
0.6148,14.0,0.0,0.0,0.0,2.0,180.2451333813987,0.0,1.0
0.6244000000000001,15.0,0.0,0.0,0.0,2.0,177.43080198722498,0.0,1.0
0.6712,14.0,0.0,0.0,0.0,0.0,178.69907076483202,0.0,0.0
0.6964000000000001,14.0,0.0,0.0,0.0,0.0,173.61111111111111,0.0,1.0
0.694,14.0,0.0,0.0,0.0,0.0,173.97355601948504,0.0,1.0
0.568,20.0,0.0,0.0,0.0,3.0,179.08309455587394,0.0,2.0
0.61,20.0,0.0,0.0,0.0,1.0,180.11527377521614,0.0,1.0
0.5572,28.0,0.0,0.0,1.0,2.0,175.8087201125176,0.0,4.0
0.6424000000000001,21.0,0.0,0.0,0.0,0.0,177.68301350390902,0.0,1.0
0.6892,12.0,0.0,0.0,0.0,0.0,176.5536723163842,0.0,1.0
0.6507999999999999,14.0,0.0,0.0,0.0,1.0,178.06267806267806,0.0,2.0
0.7240000000000001,8.0,0.0,0.0,0.0,0.0,173.85257301808068,0.0,0.0
0.4819999999999999,22.0,0.0,1.0,1.0,2.0,180.8972503617945,0.0,1.0
0.6364000000000001,17.0,0.0,0.0,0.0,1.0,177.68301350390902,0.0,0.0
0.6664000000000001,12.0,0.0,0.0,0.0,1.0,176.3046544428773,0.0,3.0
0.6184000000000001,11.0,0.0,0.0,2.0,2.0,177.68301350390902,0.0,1.0
