avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration,crashes,skids
0.3012,44.0,0.0,0.0,0.0,1.0,360.4902667627974,0.0,0.0
0.3225,29.0,0.0,0.0,0.0,1.0,358.0379520229144,0.0,0.0
0.3390000000000001,27.0,0.0,0.0,0.0,0.0,353.98230088495575,0.0,0.0
0.3159,31.0,0.0,0.0,0.0,2.0,354.48422545196735,0.0,0.0
0.31500000000000006,32.0,0.0,0.0,0.0,2.0,354.48422545196735,0.0,0.0
0.2781,33.0,0.0,1.0,0.0,2.0,358.55145213338113,0.0,0.0
0.2862,27.0,0.0,1.0,0.0,2.0,357.653791130186,0.0,0.0
0.2820000000000001,31.0,0.0,1.0,0.0,3.0,351.000351000351,0.0,0.0
0.29370000000000007,26.0,0.0,1.0,0.0,2.0,353.2320734722713,0.0,0.0
0.2907,31.0,0.0,1.0,0.0,1.0,358.0379520229144,0.0,0.0
0.3189,27.0,0.0,0.0,0.0,2.0,355.4923569143263,0.0,0.0
0.26820000000000005,36.0,0.0,1.0,0.0,3.0,356.6333808844508,0.0,0.0
0.3,30.0,0.0,1.0,0.0,1.0,351.6174402250352,0.0,0.0
0.2841,38.0,0.0,1.0,0.0,1.0,355.6187766714083,0.0,0.0
0.3057,42.0,0.0,0.0,0.0,2.0,352.11267605633805,0.0,0.0
0.34470000000000006,23.0,0.0,0.0,0.0,0.0,353.4817956875221,0.0,0.0
0.318,24.0,0.0,0.0,0.0,3.0,352.485019386676,0.0,0.0
0.2811,31.0,0.0,1.0,0.0,3.0,351.74111853675697,0.0,0.0
0.2901,34.0,0.0,1.0,0.0,1.0,355.36602700781805,0.0,0.0
0.29100000000000004,34.0,0.0,1.0,0.0,1.0,354.48422545196735,0.0,0.0
0.26520000000000005,40.0,0.0,1.0,0.0,3.0,355.36602700781805,0.0,0.0
0.3027,32.0,0.0,0.0,0.0,3.0,357.27045373347624,0.0,0.0
0.2721,36.0,0.0,0.0,0.0,6.0,355.8718861209964,0.0,0.0
0.29550000000000004,39.0,0.0,0.0,0.0,3.0,356.2522265764161,0.0,0.0
0.2703,44.0,0.0,1.0,0.0,2.0,354.48422545196735,0.0,0.0
0.31470000000000004,31.0,0.0,0.0,0.0,2.0,355.36602700781805,0.0,0.0
0.2886,38.0,0.0,1.0,0.0,0.0,359.9712023038157,0.0,0.0
0.3183000000000001,32.0,0.0,0.0,0.0,2.0,351.6174402250352,0.0,0.0
0.3450000000000001,28.0,0.0,0.0,0.0,0.0,348.91835310537334,0.0,0.0
0.3411,29.0,0.0,0.0,0.0,0.0,351.37034434293747,0.0,0.0
0.22469999999999998,28.0,0.0,3.0,0.0,2.0,358.2945180938732,0.0,0.0
0.3243000000000001,29.0,0.0,0.0,0.0,1.0,356.76061362825544,0.0,0.0
0.33270000000000005,22.0,0.0,0.0,0.0,1.0,356.50623885918003,0.0,0.0
0.28740000000000004,34.0,0.0,1.0,0.0,1.0,357.5259206292456,0.0,0.0
0.327,26.0,0.0,0.0,0.0,2.0,351.000351000351,0.0,0.0
0.3099,27.0,0.0,1.0,0.0,0.0,353.1073446327684,0.0,0.0
0.3339,30.0,0.0,0.0,0.0,0.0,354.6099290780142,0.0,0.0
0.2673000000000001,35.0,0.0,1.0,0.0,3.0,358.1661891117479,0.0,0.0
0.30000000000000004,40.0,0.0,0.0,0.0,3.0,351.6174402250352,0.0,0.0
0.30600000000000005,32.0,0.0,0.0,0.0,3.0,354.6099290780142,0.0,0.0
0.2952,26.0,0.0,1.0,0.0,2.0,351.98873636043646,0.0,0.0
0.3012,26.0,0.0,0.0,0.0,4.0,357.0153516601214,0.0,0.0
0.27240000000000003,36.0,0.0,0.0,0.0,6.0,355.2397868561279,0.0,0.0
0.3219,36.0,0.0,0.0,0.0,1.0,352.85815102328866,0.0,0.0
0.28950000000000004,32.0,0.0,0.0,0.0,5.0,353.60678925035364,0.0,0.0
0.31920000000000004,35.0,0.0,0.0,0.0,1.0,354.86160397444996,0.0,0.0
0.28950000000000004,37.0,0.0,0.0,0.0,4.0,355.99857600569595,0.0,0.0
0.31110000000000004,27.0,0.0,0.0,0.0,3.0,354.86160397444996,0.0,0.0
0.3228000000000001,36.0,0.0,0.0,0.0,1.0,351.12359550561797,0.0,0.0
0.2817,40.0,0.0,1.0,0.0,1.0,356.887937187723,0.0,0.0
0.3165,36.0,0.0,0.0,0.0,1.0,357.14285714285717,0.0,0.0
0.3093000000000001,33.0,0.0,0.0,0.0,2.0,358.0379520229144,0.0,0.0
0.34260000000000007,22.0,0.0,0.0,0.0,0.0,355.1136363636364,0.0,0.0
0.3045,29.0,0.0,0.0,0.0,4.0,351.24692658939233,0.0,0.0
0.3234,24.0,0.0,0.0,0.0,2.0,354.7357218871941,0.0,0.0
0.28830000000000006,33.0,0.0,0.0,0.0,5.0,353.73187124159887,0.0,0.0
0.29220000000000007,33.0,0.0,0.0,0.0,4.0,357.14285714285717,0.0,0.0
0.3159,36.0,0.0,0.0,0.0,1.0,357.0153516601214,0.0,0.0
0.30060000000000003,35.0,0.0,1.0,0.0,0.0,353.60678925035364,0.0,0.0
0.30060000000000003,26.0,0.0,1.0,0.0,1.0,354.98757543485976,0.0,0.0
