avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration
0.46199999999999997,10.0,0.0,0.0,0.0,0.0,71.8132854578097
0.26825,4.0,0.0,1.0,0.0,0.0,71.42857142857143
0.5069999999999999,5.0,0.0,0.0,0.0,0.0,71.68458781362007
0.5204999999999999,4.0,0.0,0.0,0.0,0.0,71.17437722419929
0.49349999999999994,8.0,0.0,0.0,0.0,0.0,70.298769771529
0.498,6.0,0.0,0.0,0.0,0.0,71.55635062611807
0.5137499999999999,5.0,0.0,0.0,0.0,0.0,70.79646017699115
0.5339999999999999,4.0,0.0,0.0,0.0,0.0,69.80802792321117
0.16700000000000004,14.0,0.0,1.0,0.0,0.0,72.85974499089252
0.4709999999999999,8.0,0.0,0.0,0.0,0.0,72.72727272727273
0.5115,4.0,0.0,0.0,0.0,0.0,71.94244604316548
0.5115,6.0,0.0,0.0,0.0,0.0,70.17543859649122
0.3705,10.0,0.0,0.0,1.0,1.0,70.298769771529
0.2727499999999999,4.0,0.0,1.0,0.0,0.0,70.79646017699115
0.4544999999999999,2.0,0.0,0.0,0.0,1.0,72.20216606498195
-0.18350000000000002,10.0,0.0,2.0,0.0,2.0,71.04795737122558
0.4364999999999999,6.0,0.0,0.0,0.0,1.0,70.17543859649122
0.48674999999999996,9.0,0.0,0.0,0.0,0.0,69.93006993006993
0.5159999999999999,5.0,0.0,0.0,0.0,0.0,70.79646017699115
0.4732499999999999,8.0,0.0,0.0,0.0,0.0,71.94244604316548
0.5474999999999999,1.0,0.0,0.0,0.0,0.0,71.17437722419929
0.1752499999999999,7.0,0.0,1.0,0.0,1.0,70.298769771529
0.5047499999999999,7.0,0.0,0.0,0.0,0.0,69.93006993006993
0.4777499999999999,10.0,0.0,0.0,0.0,0.0,69.93006993006993
0.46349999999999997,3.0,0.0,0.0,0.0,1.0,70.298769771529
0.5429999999999998,3.0,0.0,0.0,0.0,0.0,69.80802792321117
0.4319999999999999,6.0,0.0,0.0,0.0,1.0,70.79646017699115
0.5587499999999999,2.0,0.0,0.0,0.0,0.0,69.08462867012089
0.53175,1.0,0.0,0.0,0.0,0.0,72.72727272727273
0.5429999999999998,2.0,0.0,0.0,0.0,0.0,70.6713780918728
0.52725,4.0,0.0,0.0,0.0,0.0,70.42253521126761
0.24574999999999989,7.0,0.0,1.0,0.0,0.0,71.04795737122558
0.4867499999999999,7.0,0.0,0.0,0.0,0.0,71.8132854578097
0.39349999999999996,7.0,1.0,0.0,0.0,0.0,71.301247771836
0.5182499999999999,5.0,0.0,0.0,0.0,0.0,70.42253521126761
0.4409999999999999,5.0,0.0,0.0,0.0,1.0,70.79646017699115
0.5159999999999999,3.0,0.0,0.0,0.0,0.0,72.46376811594203
0.5272499999999999,3.0,0.0,0.0,0.0,0.0,71.42857142857143
0.5024999999999998,8.0,0.0,0.0,0.0,0.0,69.20415224913495
0.4042499999999999,6.0,0.0,0.0,1.0,1.0,70.42253521126761
0.4679999999999998,1.0,0.0,0.0,0.0,1.0,71.8132854578097
0.5062499999999999,4.0,0.0,0.0,1.0,0.0,69.56521739130434
0.4664999999999999,9.0,0.0,0.0,0.0,0.0,72.07207207207207
0.4342499999999999,5.0,0.0,0.0,0.0,1.0,71.301247771836
0.3794999999999999,8.0,0.0,0.0,1.0,1.0,70.92198581560284
0.4844999999999999,6.0,0.0,0.0,0.0,0.0,72.992700729927
0.4612499999999999,6.0,0.0,0.0,1.0,0.0,72.33273056057865
0.3914999999999999,11.0,0.0,0.0,0.0,1.0,70.298769771529
0.4957499999999999,7.0,0.0,0.0,0.0,0.0,70.92198581560284
0.4364999999999999,5.0,0.0,0.0,0.0,1.0,71.04795737122558
0.5384999999999999,3.0,0.0,0.0,0.0,0.0,70.17543859649122
0.38925,11.0,0.0,0.0,0.0,1.0,70.42253521126761
0.40949999999999986,8.0,0.0,0.0,0.0,1.0,71.04795737122558
0.5249999999999999,5.0,0.0,0.0,0.0,0.0,69.68641114982579
