avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out
0.50025,0.0,0.0,0.0,0.0,0.0
0.48674999999999996,1.0,0.0,0.0,0.0,0.0
0.498,1.0,0.0,0.0,0.0,0.0
0.498,1.0,0.0,0.0,0.0,0.0
0.49349999999999994,1.0,0.0,0.0,0.0,0.0
0.4957499999999999,1.0,0.0,0.0,0.0,0.0
0.45675,5.0,0.0,0.0,1.0,0.0
0.052749999999999915,3.0,1.0,1.0,0.0,1.0
0.46124999999999994,3.0,0.0,0.0,1.0,0.0
0.4957499999999999,2.0,0.0,0.0,0.0,0.0
0.50925,0.0,0.0,0.0,0.0,0.0
0.46199999999999997,6.0,0.0,0.0,0.0,0.0
0.5047499999999999,0.0,0.0,0.0,0.0,0.0
0.5272499999999999,0.0,0.0,0.0,0.0,0.0
0.5249999999999999,1.0,0.0,0.0,0.0,0.0
0.4477499999999999,2.0,0.0,0.0,1.0,0.0
0.4904999999999999,1.0,0.0,0.0,1.0,0.0
0.489,2.0,0.0,0.0,0.0,0.0
0.48674999999999996,1.0,0.0,0.0,0.0,0.0
0.4544999999999999,3.0,0.0,0.0,1.0,0.0
0.37575,4.0,0.0,0.0,0.0,1.0
0.5002499999999999,1.0,0.0,0.0,0.0,0.0
0.38675,2.0,1.0,0.0,0.0,0.0
0.3015,5.0,0.0,0.0,3.0,1.0
0.5137499999999998,0.0,0.0,0.0,0.0,0.0
0.5002499999999999,1.0,0.0,0.0,0.0,0.0
0.42974999999999997,2.0,0.0,0.0,0.0,1.0
0.4957499999999999,2.0,0.0,0.0,0.0,0.0
0.5182499999999999,1.0,0.0,0.0,0.0,0.0
0.4252499999999999,1.0,0.0,0.0,0.0,1.0
0.4777499999999999,1.0,0.0,0.0,0.0,0.0
0.5115,1.0,0.0,0.0,0.0,0.0
0.5115,1.0,0.0,0.0,0.0,0.0
0.4957499999999999,1.0,0.0,0.0,0.0,0.0
0.11599999999999999,5.0,0.0,1.0,1.0,1.0
0.5002499999999999,0.0,0.0,0.0,0.0,0.0
0.48674999999999996,2.0,0.0,0.0,0.0,0.0
0.40274999999999994,3.0,0.0,0.0,0.0,1.0
0.41624999999999995,3.0,0.0,0.0,0.0,1.0
0.53175,1.0,0.0,0.0,0.0,0.0
0.5002499999999999,0.0,0.0,0.0,0.0,0.0
0.4755,3.0,0.0,0.0,0.0,0.0
0.5069999999999999,2.0,0.0,0.0,0.0,0.0
0.4799999999999999,2.0,0.0,0.0,0.0,0.0
0.36424999999999996,2.0,1.0,0.0,0.0,0.0
0.5025,2.0,0.0,0.0,0.0,0.0
0.5317499999999998,0.0,0.0,0.0,0.0,0.0
0.423,3.0,0.0,0.0,0.0,1.0
0.5002499999999999,3.0,0.0,0.0,0.0,0.0
0.498,1.0,0.0,0.0,0.0,0.0
0.39124999999999993,4.0,1.0,0.0,0.0,0.0
0.45974999999999994,6.0,0.0,0.0,0.0,0.0
0.5204999999999999,0.0,0.0,0.0,0.0,0.0
0.4657499999999999,3.0,0.0,0.0,1.0,0.0
0.44099999999999995,2.0,0.0,0.0,0.0,1.0
0.48899999999999993,2.0,0.0,0.0,0.0,0.0
0.5182499999999999,0.0,0.0,0.0,0.0,0.0
0.5452499999999999,1.0,0.0,0.0,0.0,0.0
0.4755,3.0,0.0,0.0,0.0,0.0
0.4777499999999999,3.0,0.0,0.0,0.0,0.0
0.5069999999999999,2.0,0.0,0.0,0.0,0.0
0.46425,4.0,0.0,0.0,0.0,0.0
0.4979999999999999,2.0,0.0,0.0,0.0,0.0
0.4184999999999999,2.0,0.0,0.0,0.0,1.0
0.3005,4.0,1.0,0.0,0.0,1.0
0.5137499999999999,0.0,0.0,0.0,0.0,0.0
0.46799999999999997,3.0,0.0,0.0,1.0,0.0
0.5092499999999999,1.0,0.0,0.0,0.0,0.0
0.4912499999999999,3.0,0.0,0.0,0.0,0.0
0.41374999999999995,2.0,1.0,0.0,0.0,0.0
0.20899999999999996,4.0,0.0,1.0,1.0,0.0
0.48674999999999996,2.0,0.0,0.0,0.0,0.0
0.46649999999999997,6.0,0.0,0.0,0.0,0.0
0.3817499999999999,3.0,0.0,0.0,1.0,1.0
0.5002499999999999,3.0,0.0,0.0,0.0,0.0
0.48449999999999993,4.0,0.0,0.0,0.0,0.0
0.498,1.0,0.0,0.0,0.0,0.0
0.40049999999999997,2.0,0.0,0.0,0.0,1.0
0.5002499999999999,3.0,0.0,0.0,0.0,0.0
0.4447499999999999,2.0,0.0,0.0,2.0,0.0
0.4912499999999999,3.0,0.0,0.0,0.0,0.0
0.23899999999999996,2.0,0.0,1.0,0.0,0.0
0.48,2.0,0.0,0.0,0.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.38699999999999996,6.0,0.0,0.0,0.0,1.0
0.48899999999999993,2.0,0.0,0.0,0.0,0.0
0.5025,1.0,0.0,0.0,0.0,0.0
0.52725,0.0,0.0,0.0,0.0,0.0
0.5182499999999999,1.0,0.0,0.0,0.0,0.0
0.4589999999999999,5.0,0.0,0.0,1.0,0.0
0.3322499999999999,3.0,0.0,0.0,0.0,2.0
0.4589999999999999,3.0,0.0,0.0,1.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.2367499999999999,3.0,1.0,0.0,0.0,2.0
0.47699999999999987,2.0,0.0,0.0,1.0,0.0
0.4619999999999999,5.0,0.0,0.0,0.0,0.0
0.48450000000000004,1.0,0.0,0.0,0.0,0.0
0.5137499999999999,1.0,0.0,0.0,0.0,0.0
0.5047499999999999,2.0,0.0,0.0,0.0,0.0
0.45299999999999996,4.0,0.0,0.0,0.0,0.0
0.42749999999999994,1.0,0.0,0.0,0.0,1.0
0.42449999999999993,3.0,0.0,0.0,2.0,0.0
0.3005,3.0,1.0,0.0,0.0,1.0
0.4095,2.0,0.0,0.0,0.0,1.0
0.34099999999999997,5.0,1.0,0.0,1.0,0.0
0.4979999999999999,3.0,0.0,0.0,0.0,0.0
0.5069999999999999,0.0,0.0,0.0,0.0,0.0
0.48224999999999996,1.0,0.0,0.0,0.0,0.0
0.5115,2.0,0.0,0.0,0.0,0.0
0.47699999999999987,1.0,0.0,0.0,1.0,0.0
0.4702499999999999,2.0,0.0,0.0,1.0,0.0
0.25249999999999995,3.0,0.0,1.0,0.0,0.0
