avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out,trip_duration
0.4619999999999999,8.0,0.0,0.0,0.0,1.0,68.84681583476765
0.5002499999999999,5.0,0.0,0.0,0.0,0.0,72.59528130671507
0.36374999999999985,5.0,0.0,1.0,0.0,0.0,70.79646017699115
0.42899999999999994,8.0,0.0,0.0,1.0,0.0,70.6713780918728
0.5137499999999998,6.0,0.0,0.0,0.0,0.0,70.05253940455341
0.5204999999999999,5.0,0.0,0.0,0.0,0.0,70.298769771529
0.2977499999999999,12.0,0.0,0.0,0.0,3.0,72.59528130671507
0.5227499999999999,4.0,0.0,0.0,0.0,0.0,70.92198581560284
0.4732499999999999,4.0,0.0,0.0,0.0,1.0,71.17437722419929
0.44849999999999995,6.0,0.0,0.0,0.0,1.0,71.55635062611807
0.5137499999999998,5.0,0.0,0.0,0.0,0.0,71.04795737122558
0.4979999999999999,6.0,0.0,0.0,0.0,0.0,71.8132854578097
0.3772499999999999,7.0,0.0,0.0,1.0,1.0,72.46376811594203
0.48674999999999996,7.0,0.0,0.0,0.0,0.0,71.94244604316548
0.4979999999999999,6.0,0.0,0.0,0.0,0.0,71.42857142857143
0.24449999999999997,7.0,0.0,1.0,0.0,2.0,72.33273056057865
0.5115,6.0,0.0,0.0,0.0,0.0,70.17543859649122
0.37874999999999986,10.0,0.0,0.0,0.0,2.0,71.04795737122558
0.5182499999999999,3.0,0.0,0.0,0.0,0.0,72.20216606498195
0.48449999999999993,8.0,0.0,0.0,0.0,0.0,71.04795737122558
0.5137499999999998,7.0,0.0,0.0,0.0,0.0,69.08462867012089
0.49574999999999997,8.0,0.0,0.0,0.0,0.0,70.05253940455341
0.4867499999999999,7.0,0.0,0.0,0.0,0.0,71.68458781362007
0.47999999999999987,9.0,0.0,0.0,0.0,0.0,70.6713780918728
0.42599999999999993,8.0,0.0,0.0,0.0,1.0,72.72727272727273
0.3479999999999998,6.0,0.0,1.0,0.0,0.0,71.68458781362007
0.5227499999999999,4.0,0.0,0.0,0.0,0.0,71.04795737122558
0.4394999999999999,9.0,0.0,0.0,0.0,1.0,70.17543859649122
0.348,5.0,0.0,1.0,0.0,0.0,72.59528130671507
0.5025,7.0,0.0,0.0,0.0,0.0,70.17543859649122
0.303,10.0,0.0,1.0,0.0,0.0,72.85974499089252
0.44849999999999995,8.0,0.0,0.0,0.0,1.0,69.93006993006993
0.4267499999999999,8.0,0.0,0.0,1.0,0.0,70.6713780918728
0.4777499999999999,7.0,0.0,0.0,0.0,0.0,72.59528130671507
0.5249999999999999,3.0,0.0,0.0,0.0,0.0,71.55635062611807
0.33449999999999996,8.0,0.0,0.0,1.0,2.0,71.17437722419929
0.2872499999999999,8.0,0.0,1.0,0.0,1.0,71.55635062611807
0.27149999999999985,10.0,0.0,1.0,0.0,1.0,71.17437722419929
0.52725,4.0,0.0,0.0,0.0,0.0,70.298769771529
0.41249999999999987,7.0,0.0,0.0,0.0,2.0,70.17543859649122
0.4574999999999999,5.0,0.0,0.0,0.0,1.0,72.07207207207207
0.5137499999999998,4.0,0.0,0.0,0.0,0.0,71.68458781362007
0.5204999999999999,6.0,0.0,0.0,0.0,0.0,69.20415224913495
0.48899999999999993,8.0,0.0,0.0,0.0,0.0,70.6713780918728
0.5204999999999999,5.0,0.0,0.0,0.0,0.0,70.298769771529
0.4844999999999999,4.0,0.0,0.0,0.0,1.0,70.17543859649122
0.4237499999999999,12.0,0.0,0.0,0.0,0.0,74.07407407407408
0.33449999999999996,5.0,0.0,1.0,0.0,1.0,69.32409012131717
0.45749999999999985,5.0,0.0,0.0,0.0,1.0,71.94244604316548
0.4979999999999999,6.0,0.0,0.0,0.0,0.0,71.55635062611807
0.37499999999999994,5.0,0.0,1.0,0.0,0.0,69.80802792321117
0.4664999999999999,4.0,0.0,0.0,0.0,1.0,72.20216606498195
0.39899999999999985,8.0,0.0,0.0,0.0,2.0,70.6713780918728
0.5069999999999999,9.0,0.0,0.0,0.0,0.0,67.79661016949152
0.3922499999999999,9.0,0.0,0.0,0.0,2.0,70.42253521126761
0.4147499999999999,11.0,0.0,0.0,0.0,1.0,70.92198581560284
0.4619999999999999,9.0,0.0,0.0,0.0,0.0,72.85974499089252
0.18549999999999986,11.0,1.0,0.0,0.0,2.0,69.32409012131717
0.44849999999999995,7.0,0.0,0.0,0.0,1.0,71.17437722419929
0.4402499999999999,6.0,0.0,0.0,1.0,0.0,71.42857142857143
0.4132499999999999,7.0,0.0,0.0,1.0,0.0,73.39449541284404
0.3592499999999999,9.0,0.0,0.0,1.0,1.0,72.07207207207207
0.5362499999999999,3.0,0.0,0.0,0.0,0.0,70.54673721340389
0.5069999999999999,6.0,0.0,0.0,0.0,0.0,70.6713780918728
0.44175,11.0,0.0,0.0,0.0,0.0,72.85974499089252
0.4912499999999999,7.0,0.0,0.0,0.0,0.0,71.42857142857143
0.5204999999999999,4.0,0.0,0.0,0.0,0.0,71.301247771836
0.45974999999999994,11.0,0.0,0.0,0.0,0.0,70.92198581560284
0.49349999999999994,6.0,0.0,0.0,0.0,0.0,72.20216606498195
0.5047499999999999,6.0,0.0,0.0,0.0,0.0,70.79646017699115
0.48899999999999993,8.0,0.0,0.0,0.0,0.0,70.79646017699115
0.5069999999999999,6.0,0.0,0.0,0.0,0.0,70.79646017699115
0.5115,5.0,0.0,0.0,0.0,0.0,71.17437722419929
0.4327499999999999,10.0,0.0,0.0,0.0,1.0,70.05253940455341
0.5025,6.0,0.0,0.0,0.0,0.0,71.301247771836
0.4642499999999999,11.0,0.0,0.0,0.0,0.0,70.42253521126761
0.5159999999999999,6.0,0.0,0.0,0.0,0.0,69.68641114982579
0.4912499999999999,6.0,0.0,0.0,0.0,0.0,72.46376811594203
0.48224999999999996,9.0,0.0,0.0,0.0,0.0,70.42253521126761
0.4709999999999999,5.0,0.0,0.0,0.0,1.0,70.79646017699115
0.46425,7.0,0.0,0.0,0.0,0.0,74.34944237918216
0.5002499999999999,6.0,0.0,0.0,0.0,0.0,71.301247771836
0.3187499999999999,9.0,0.0,1.0,0.0,0.0,71.94244604316548
0.5137499999999999,5.0,0.0,0.0,0.0,0.0,70.6713780918728
0.53175,4.0,0.0,0.0,0.0,0.0,69.93006993006993
0.4957499999999999,6.0,0.0,0.0,0.0,0.0,71.68458781362007
0.5047499999999999,7.0,0.0,0.0,0.0,0.0,69.93006993006993
0.3592499999999999,5.0,0.0,1.0,0.0,0.0,71.42857142857143
0.4619999999999999,7.0,0.0,0.0,0.0,1.0,69.80802792321117
0.44624999999999987,5.0,0.0,0.0,0.0,2.0,68.61063464837049
0.32774999999999993,10.0,0.0,1.0,0.0,0.0,70.05253940455341
0.2597499999999999,7.0,1.0,0.0,0.0,1.0,70.05253940455341
0.2857499999999999,7.0,0.0,1.0,1.0,0.0,70.6713780918728
0.5002499999999999,7.0,0.0,0.0,0.0,0.0,70.42253521126761
0.22824999999999993,8.0,1.0,0.0,0.0,1.0,72.33273056057865
0.4619999999999999,6.0,0.0,0.0,0.0,1.0,70.6713780918728
0.4664999999999999,6.0,0.0,0.0,0.0,1.0,70.298769771529
0.5542499999999998,2.0,0.0,0.0,0.0,0.0,69.56521739130434
0.4417499999999999,7.0,0.0,0.0,0.0,1.0,71.8132854578097
0.5362499999999999,3.0,0.0,0.0,0.0,0.0,70.298769771529
0.5407499999999998,2.0,0.0,0.0,0.0,0.0,71.04795737122558
0.4132499999999999,10.0,0.0,0.0,1.0,0.0,70.54673721340389
0.5294999999999999,4.0,0.0,0.0,0.0,0.0,70.298769771529
0.5339999999999999,4.0,0.0,0.0,0.0,0.0,69.80802792321117
0.4574999999999999,7.0,0.0,0.0,0.0,1.0,70.298769771529
0.4732499999999999,6.0,0.0,0.0,0.0,1.0,69.44444444444444
0.49349999999999994,8.0,0.0,0.0,0.0,0.0,70.05253940455341
0.4132499999999999,9.0,0.0,0.0,1.0,0.0,71.55635062611807
0.50925,5.0,0.0,0.0,0.0,0.0,71.55635062611807
0.49349999999999994,6.0,0.0,0.0,0.0,0.0,72.20216606498195
0.4979999999999999,7.0,0.0,0.0,0.0,0.0,70.6713780918728
0.5249999999999999,4.0,0.0,0.0,0.0,0.0,70.6713780918728
0.4124999999999999,10.0,0.0,0.0,0.0,1.0,72.20216606498195
