avg_ut,n_accidents,n_fat_in,n_fat_out,n_inj_in,n_inj_out
0.48,1.0,0.0,0.0,0.0,0.0
0.4799999999999999,3.0,0.0,0.0,0.0,0.0
0.53175,0.0,0.0,0.0,0.0,0.0
0.4979999999999999,3.0,0.0,0.0,0.0,0.0
0.5025,2.0,0.0,0.0,0.0,0.0
0.5047499999999999,1.0,0.0,0.0,1.0,0.0
0.5025,1.0,0.0,0.0,0.0,0.0
0.5069999999999999,1.0,0.0,0.0,0.0,0.0
0.5294999999999999,1.0,0.0,0.0,1.0,0.0
0.48224999999999996,3.0,0.0,0.0,0.0,0.0
0.47324999999999995,1.0,0.0,0.0,0.0,0.0
0.48674999999999996,1.0,0.0,0.0,0.0,0.0
0.4799999999999999,4.0,2.0,0.0,2.0,0.0
0.4799999999999999,2.0,0.0,0.0,0.0,0.0
0.50925,2.0,0.0,0.0,0.0,0.0
0.36825,2.0,0.0,0.0,0.0,1.0
0.3839999999999999,4.0,0.0,0.0,0.0,1.0
0.48899999999999993,1.0,0.0,0.0,0.0,0.0
0.3839999999999999,3.0,0.0,0.0,0.0,1.0
0.48899999999999993,2.0,0.0,0.0,1.0,0.0
0.49349999999999994,1.0,0.0,0.0,0.0,0.0
0.49574999999999997,1.0,0.0,0.0,0.0,0.0
0.49574999999999997,2.0,0.0,0.0,0.0,0.0
0.46874999999999994,4.0,0.0,0.0,0.0,0.0
0.52725,0.0,0.0,0.0,0.0,0.0
-0.1295000000000001,8.0,0.0,1.0,2.0,2.0
0.498,1.0,0.0,0.0,1.0,0.0
0.4709999999999999,4.0,1.0,0.0,0.0,0.0
0.35924999999999996,5.0,0.0,0.0,0.0,1.0
0.4664999999999999,4.0,0.0,0.0,0.0,0.0
0.5069999999999999,1.0,0.0,0.0,0.0,0.0
0.50925,1.0,0.0,0.0,0.0,0.0
0.4575,5.0,0.0,0.0,2.0,0.0
0.384,2.0,0.0,0.0,1.0,1.0
0.5249999999999999,1.0,0.0,0.0,0.0,0.0
0.52725,0.0,0.0,0.0,0.0,0.0
0.25425000000000003,4.0,1.0,0.0,1.0,2.0
0.384,3.0,1.0,0.0,0.0,1.0
0.4709999999999999,5.0,0.0,0.0,0.0,0.0
0.5047499999999999,2.0,0.0,0.0,1.0,0.0
0.3862499999999999,3.0,0.0,0.0,0.0,1.0
0.5069999999999999,0.0,0.0,0.0,0.0,0.0
0.48449999999999993,3.0,0.0,0.0,0.0,0.0
0.5047499999999999,3.0,0.0,0.0,0.0,0.0
0.4709999999999999,2.0,0.0,0.0,2.0,0.0
0.5115,3.0,0.0,0.0,1.0,0.0
0.4709999999999999,5.0,0.0,0.0,1.0,0.0
0.4777499999999999,2.0,1.0,0.0,0.0,0.0
0.5069999999999999,1.0,0.0,0.0,0.0,0.0
0.48899999999999993,1.0,0.0,0.0,0.0,0.0
0.28125,2.0,0.0,0.0,0.0,2.0
0.39074999999999993,1.0,0.0,0.0,0.0,1.0
0.507,3.0,0.0,0.0,0.0,0.0
0.47324999999999995,3.0,0.0,0.0,0.0,0.0
0.4867499999999999,4.0,0.0,0.0,1.0,0.0
0.5047499999999999,1.0,0.0,0.0,0.0,0.0
0.48449999999999993,1.0,0.0,0.0,0.0,0.0
0.5025,1.0,0.0,0.0,0.0,0.0
0.38175,3.0,0.0,0.0,0.0,1.0
0.5024999999999998,3.0,0.0,0.0,0.0,0.0
0.4799999999999999,4.0,0.0,0.0,1.0,0.0
0.48224999999999996,4.0,0.0,0.0,1.0,0.0
0.50925,1.0,0.0,0.0,0.0,0.0
0.5092499999999999,1.0,0.0,0.0,0.0,0.0
0.498,1.0,0.0,0.0,1.0,0.0
0.5159999999999999,2.0,1.0,0.0,0.0,0.0
0.3525,5.0,0.0,0.0,1.0,1.0
0.4912499999999999,4.0,0.0,0.0,0.0,0.0
0.4957499999999999,2.0,0.0,0.0,0.0,0.0
0.3885,4.0,1.0,0.0,1.0,1.0
0.4957499999999999,2.0,0.0,0.0,0.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.39074999999999993,3.0,0.0,0.0,0.0,1.0
0.5204999999999999,1.0,0.0,0.0,0.0,0.0
0.49125,0.0,0.0,0.0,0.0,0.0
0.4912499999999999,4.0,0.0,0.0,0.0,0.0
0.48449999999999993,2.0,0.0,0.0,0.0,0.0
0.49574999999999997,1.0,1.0,0.0,0.0,0.0
0.5227499999999999,2.0,0.0,0.0,1.0,0.0
0.5182499999999999,1.0,0.0,0.0,0.0,0.0
0.39974999999999994,2.0,0.0,0.0,0.0,1.0
0.4867499999999999,3.0,1.0,0.0,1.0,0.0
0.39525,3.0,0.0,0.0,0.0,1.0
0.48674999999999996,4.0,0.0,0.0,0.0,0.0
0.47324999999999995,2.0,0.0,0.0,0.0,0.0
0.49349999999999994,1.0,0.0,0.0,0.0,0.0
0.5227499999999999,1.0,0.0,0.0,0.0,0.0
0.48899999999999993,2.0,1.0,0.0,1.0,0.0
0.5025,2.0,0.0,0.0,0.0,0.0
0.26325000000000004,2.0,0.0,0.0,1.0,2.0
0.5069999999999999,3.0,0.0,0.0,0.0,0.0
0.5092499999999999,1.0,0.0,0.0,1.0,0.0
0.46425,3.0,0.0,0.0,0.0,0.0
0.48899999999999993,4.0,0.0,0.0,4.0,0.0
0.49349999999999994,2.0,0.0,0.0,0.0,0.0
0.50925,2.0,0.0,0.0,0.0,0.0
0.24075,5.0,1.0,0.0,0.0,2.0
0.48224999999999996,5.0,1.0,0.0,1.0,0.0
0.48449999999999993,1.0,0.0,0.0,0.0,0.0
0.5047499999999999,0.0,0.0,0.0,0.0,0.0
0.41099999999999987,1.0,0.0,0.0,0.0,1.0
0.5069999999999999,1.0,0.0,0.0,0.0,0.0
0.5159999999999999,0.0,0.0,0.0,0.0,0.0
0.40874999999999995,1.0,0.0,0.0,0.0,1.0
0.5047499999999999,1.0,0.0,0.0,0.0,0.0
0.48899999999999993,0.0,0.0,0.0,0.0,0.0
0.48674999999999996,3.0,0.0,0.0,1.0,0.0
0.4912499999999999,2.0,0.0,0.0,1.0,0.0
0.384,2.0,0.0,0.0,0.0,1.0
0.5137499999999998,1.0,0.0,0.0,0.0,0.0
0.5205,2.0,0.0,0.0,2.0,0.0
0.4664999999999999,3.0,0.0,0.0,2.0,0.0
0.5159999999999999,0.0,0.0,0.0,0.0,0.0
0.36375,5.0,0.0,0.0,2.0,1.0
0.5115,1.0,0.0,0.0,1.0,0.0
0.498,2.0,0.0,0.0,1.0,0.0
0.5092499999999999,1.0,0.0,0.0,0.0,0.0
0.49125,3.0,0.0,0.0,0.0,0.0
0.5115,0.0,0.0,0.0,0.0,0.0
0.5047499999999999,1.0,0.0,0.0,0.0,0.0
0.4979999999999999,2.0,0.0,0.0,0.0,0.0
0.5294999999999999,0.0,0.0,0.0,0.0,0.0
0.4957499999999999,2.0,0.0,0.0,0.0,0.0
0.51825,0.0,0.0,0.0,0.0,0.0
0.4957499999999999,2.0,1.0,0.0,0.0,0.0
